epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
1,0.6614733198109795,0.5699091111854578,0.6310805678367615,0.5625274243089075
2,0.5853905248291352,0.6892494702799152,0.554695208867391,0.7305835892935497
3,0.5111754221074721,0.7558687409389986,0.526233305533727,0.7487933304080737
4,0.4856257127488361,0.7733076837292294,0.5107702116171519,0.7698551996489689
5,0.42909213286988873,0.7992082078733133,0.46343739330768585,0.8148310662571303
6,0.40723949320176067,0.8121584699453552,0.44857777655124664,0.8089074155331286
7,0.3897056338541648,0.8104159696665552,0.42800508936246234,0.831505046072839
8,0.3969816460328944,0.8271997323519572,0.4646892199913661,0.7623957876261518
9,0.34768495489569273,0.8367068138730902,0.4122389902671178,0.8176831943835016
10,0.3667263344806783,0.851706256273001,0.40398160616556805,0.8525669153137341
11,0.32846511045799537,0.8608648377383741,0.393213892976443,0.8453268977621764
12,0.2569271782960962,0.9049431247908999,0.4066404749949773,0.813295304958315
13,0.2830247617162326,0.8885078621612579,0.4199173202117284,0.7922334357174199
14,0.22693014166810932,0.9185485669677707,0.4068802570303281,0.8038613426941641
15,0.25385884896797295,0.9055983048957288,0.37471966197093326,0.8176831943835016
16,0.26982578994048867,0.9025454444072711,0.3763348211844762,0.8758227292672225
17,0.19395095520817182,0.9274422883907661,0.45715953906377155,0.7806055287406757
18,0.172972051645903,0.9331995093119215,0.42100877066453296,0.8176831943835016
19,0.1416335670167909,0.9509033121445299,0.45535970230897266,0.7755594559017113
20,0.15132676684023702,0.9349001895840303,0.4543001055717468,0.7799473453268978
21,0.1292612819439348,0.9427065908330545,0.4419967035452525,0.8176831943835016
22,0.15623862889376194,0.9427484108397457,0.596999391913414,0.7806055287406757
23,0.10472864479593494,0.9573993531838965,0.5126261934638023,0.7981570864414216
24,0.11114334813593064,0.9625013940002229,0.6435093879699707,0.7202720491443615
25,0.10881989043863381,0.9601037136165942,0.508584792415301,0.7711715664765249
26,0.11373039113823324,0.9543046726887476,0.527533176044623,0.7922334357174199
27,0.058939089461038,0.9717017954722873,0.5933501745263735,0.7544975866608161
28,0.06942235897825894,0.9737509758001561,0.568434827029705,0.7849934181658622
