epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
1,0.6618742574663723,0.5746626519460243,0.6085022489229838,0.685388328214129
2,0.5377444037619759,0.7470168395226944,0.5196881045897802,0.7573497147871874
3,0.47778549352112937,0.7715651834504293,0.4770410656929016,0.8104431768319438
4,0.4491625266040073,0.788962306233969,0.4514177292585373,0.7871873628784555
5,0.3803178462035516,0.8274645923943348,0.4252864917119344,0.8176831943835016
6,0.39546480029821396,0.8353128136500502,0.4401009182135264,0.8453268977621764
7,0.3623300479615436,0.8605581576893052,0.421384093662103,0.7871873628784555
8,0.3005591050228652,0.8704555592728895,0.4174656271934509,0.8358929354980255
9,0.32875625591944246,0.8738569198171071,0.4520372388263543,0.8148310662571303
10,0.3103115880752311,0.8765612802498048,0.39509431769450504,0.8387450636243967
11,0.2855314417358707,0.8868071818891491,0.4029487073421478,0.8060552874067574
12,0.26330350459936785,0.8908637225381957,0.45106110100944835,0.8358929354980255
13,0.2491095703752602,0.9028521244563399,0.46555619438489276,0.8286529179464678
14,0.26394948237301674,0.9072989851678377,0.4198174464205901,0.8525669153137341
15,0.2580661354586482,0.8959657633545222,0.44541746626297635,0.8264589732338745
16,0.22855330258607864,0.928794468607115,0.41870423158009845,0.8503729706011409
17,0.21574524905094328,0.9198589271774285,0.4984719753265381,0.800351031154015
18,0.18872835333732998,0.9233021077283372,0.4924057846268018,0.7887231241772708
19,0.15383644777295344,0.95020631203301,0.4652627582351367,0.8387450636243967
20,0.17364703146192959,0.9342031894725104,0.4457747594763835,0.8453268977621764
21,0.15264054283718853,0.9468049514887922,0.6303555319706599,0.8075910487055726
22,0.1452434643664781,0.9454527712724434,0.5351695542534193,0.8264589732338745
23,0.16730323757099755,0.937953050072488,0.5074547044932842,0.8525669153137341
24,0.15517511547488325,0.9444490911118546,0.530985031897823,0.8431329530495832
25,0.11018049312919817,0.9584030333444853,0.553948599845171,0.8620008775778851
26,0.10792363491868052,0.9645505743280919,0.5679105166345835,0.8525669153137341
27,0.0948579935630893,0.962152893944463,0.565886279878517,0.8431329530495832
28,0.14260727069203688,0.9529106724657076,0.6112872535983721,0.8053971039929795
29,0.11677358917522189,0.962152893944463,0.6079260315746069,0.8525669153137341
30,0.08111759195419248,0.9676034348165495,0.6643132455646992,0.8525669153137341
31,0.13463959283099564,0.9614977138396341,0.6170518814275662,0.8431329530495832
32,0.09777666599684916,0.961804393888703,0.6132651216660937,0.8409390083369899
33,0.03956830205382122,0.9921517787442846,0.7012546248733997,0.8431329530495832
34,0.05319744325585335,0.9860460577673693,0.788035636767745,0.822071083808688
35,0.058829602826496255,0.9829513772722204,0.7098487429320812,0.831505046072839
36,0.07307857958692372,0.9734024757443961,0.758302541449666,0.8336989907854322
37,0.04787608269886251,0.9870497379279581,0.8396559699128071,0.8148310662571303
