epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
1,0.6485032465528039,0.6070173971227835,0.6236247817675272,0.7051338306274681
2,0.5083482598557192,0.7654176424668229,0.5760548959175745,0.7038174637999122
3,0.4412985251230352,0.8019125683060109,0.5463512490193049,0.7086441421676174
4,0.4125999045722625,0.8196163711386193,0.48690540591875714,0.7915752523036419
5,0.37879351548412266,0.8254572320731571,0.4868243137995402,0.7909170688898639
6,0.3379082004813587,0.8319114531058325,0.4662643646200498,0.8053971039929795
7,0.31803885672022314,0.8424640347942456,0.458993062376976,0.8032031592803861
8,0.32379488898989034,0.880046280807405,0.4475002810359001,0.801009214567793
9,0.2794674946104779,0.8748605999776959,0.4508981021742026,0.8075910487055726
10,0.2400250103982056,0.8929129028660645,0.46924235423405963,0.7777534006143045
11,0.24683679508812287,0.8905570424891268,0.4495087203880151,0.7937691970162353
12,0.24124320141751976,0.9062534850005577,0.4289693956573804,0.8293111013602457
13,0.1941127012593343,0.9212529274004684,0.5070717334747314,0.7806055287406757
14,0.19636690534432144,0.9284041485446638,0.539576381444931,0.7865291794646775
15,0.18832305358613238,0.9324606891937102,0.48347505057851475,0.8032031592803861
16,0.1920342675738913,0.9325025092004016,0.5607135941584905,0.7944273804300132
17,0.1738741794217597,0.9389567302330768,0.5081570918361346,0.8431329530495832
18,0.1375040358535069,0.948854131816661,0.6199795926610628,0.7814831066257131
19,0.18510713596718714,0.9273586483773837,0.5381355832020441,0.8293111013602457
20,0.18478297431241064,0.922563287610126,0.5971002454559008,0.7792891619131197
21,0.20584352656870203,0.9185485669677707,0.4659343510866165,0.8126371215445372
22,0.11476669608450987,0.9631565741050518,0.5938369619349638,0.8032031592803861
23,0.10494721694575514,0.9665997546559607,0.6056989716986815,0.7865291794646775
24,0.08337982486152802,0.973053975688636,0.6806537434458733,0.7981570864414216
25,0.07986884562791709,0.9693041150886583,0.6493823751807213,0.8032031592803861
26,0.10036690898157437,0.9686489349838296,0.7731053425619999,0.8075910487055726
27,0.11472600054934018,0.9573993531838965,0.7895431965589523,0.7887231241772708
28,0.09366466476828517,0.9645505743280919,0.6683612987399101,0.7937691970162353
29,0.061977725510266334,0.9815991970558715,0.7385965163509051,0.7865291794646775
