epoch,train_loss,train_balanced_accuracy,val_loss,val_balanced_accuracy
1,0.6794779213035808,0.5620608899297423,0.6450090905030569,0.6812198332602017
2,0.568953754270778,0.7162791346046615,0.5733605523904165,0.7261956998683634
3,0.4892052311231108,0.7609707817553251,0.5985910693804423,0.6410706450197455
4,0.4806039885563009,0.765459462473514,0.5350771943728129,0.7378236068451075
5,0.408307003624299,0.8141658302665329,0.5096891870101293,0.7378236068451075
6,0.36993250206989403,0.8510510761681722,0.5375156005223592,0.750987275120667
7,0.36655671412453933,0.852403256384521,0.5646816889444987,0.722685388328214
8,0.34993889642988935,0.8479563956730233,0.5425053834915161,0.7066695919262834
9,0.3243432430660023,0.8667056986729118,0.5157433152198792,0.7051338306274681
10,0.30129270650008144,0.8677093788335006,0.6045011430978775,0.7270732777534006
11,0.282460008693092,0.8936935429909669,0.5662938257058462,0.7384817902588855
12,0.29256226949612885,0.8790007806401249,0.5652599434057871,0.6825362000877577
13,0.28538822897655125,0.875557600089216,0.5754019866387049,0.6803422553751646
14,0.24524898235412204,0.9021969443515111,0.5332884589831034,0.7362878455462922
15,0.22339488072868655,0.9158023865283819,0.6295162439346313,0.7224659938569549
16,0.23950468398192348,0.8974015835842534,0.5365235557158788,0.7312417727073278
17,0.20726716601947212,0.9321540091446414,0.5283122559388479,0.7588854760860027
18,0.1995490674915559,0.9280556484889038,0.5751137236754099,0.7626151820974112
19,0.1894161365378429,0.9161508865841419,0.5631145983934402,0.7261956998683634
20,0.15440928527866216,0.9423999107839858,0.5680095156033834,0.7283896445809566
21,0.15689697148114004,0.9359038697446191,0.550055260459582,0.7792891619131197
22,0.14402425508288777,0.9338546894167503,0.5207560459772745,0.7755594559017113
23,0.1335338376572027,0.9383015501282481,0.6037446558475494,0.7683194383501536
24,0.09985532028162304,0.9604522136723541,0.6685868178804716,0.77270732777534
25,0.1157194669906269,0.9601037136165942,0.6298788165052732,0.7893813075910487
26,0.10610556194339604,0.9546531727445076,0.6062875216205915,0.7893813075910487
27,0.11641040012952597,0.9611492137838742,0.7204092840353647,0.7604212373848178
28,0.09330095226794262,0.9710047953607672,0.6616444885730743,0.7654673102237823
29,0.07092591537665986,0.9717017954722873,0.7338200956583023,0.773365511189118
30,0.12775043152984888,0.9536494925839187,0.7186262781421343,0.7849934181658622
31,0.06857208771415411,0.9727054756328761,0.7491975476344427,0.7617376042123738
32,0.04616202377142412,0.9873982379837181,0.7104965051015218,0.7617376042123738
33,0.04445344563539359,0.9771523363443738,0.7355872342983881,0.7588854760860027
34,0.04548734002181685,0.9853490576558492,0.7863085319598516,0.7966213251426064
35,0.08627194326425738,0.9795500167280027,0.8623769630988439,0.7224659938569549
36,0.0552464466120856,0.9785463365674139,0.7661759108304977,0.7871873628784555
37,0.0749939806320232,0.9751031560165049,0.8525778204202652,0.7632733655111891
38,0.09942714843268999,0.9717017954722873,0.7839862108230591,0.7770952172005265
39,0.053436284238106216,0.9785045165607227,0.8116729284326235,0.7821412900394911
40,0.05588758157040609,0.976148656183785,0.729238989452521,0.7915752523036419
41,0.039384146504316424,0.9901025984164158,0.9215285231669744,0.7560333479596314
42,0.04547057026058396,0.9764553362328539,0.8557075063387553,0.7827994734532691
43,0.08763966061467406,0.9826028772164603,0.960203175743421,0.7915752523036419
44,0.03931771110605683,0.9819476971116315,1.055878718694051,0.7582272926722247
45,0.0491244245589341,0.9829513772722204,1.0096230854590733,0.7661254936375603
46,0.02872083375340855,0.9884019181443069,1.1390391737222672,0.7632733655111891
